"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL","GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL","GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL","1/201","35/17872",0.327156107513621,0.429725525633259,0.308587767406067,"PKP2",1
"GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS","GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS","GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS","1/201","35/17872",0.327156107513621,0.429725525633259,0.308587767406067,"ACSL1",1
"GOBP_REGULATION_OF_CELL_SIZE","GOBP_REGULATION_OF_CELL_SIZE","GOBP_REGULATION_OF_CELL_SIZE","3/201","180/17872",0.32997696435925,0.433240002061462,0.311111528201942,"PTEN/KCNMA1/PLEK",3
"GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS","GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS","GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS","4/201","258/17872",0.330430883950612,0.433449100536907,0.311261682725835,"PTEN/SGMS2/SLC44A2/PIGL",4
"GOBP_SYNAPSE_ORGANIZATION","GOBP_SYNAPSE_ORGANIZATION","GOBP_SYNAPSE_ORGANIZATION","6/201","418/17872",0.330801889124149,0.433449100536907,0.311261682725835,"SIPA1L1/PTEN/INSR/TNF/IL1RAPL1/SYN1",6
"GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES","GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES","GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES","2/201","105/17872",0.331008062696304,0.433449100536907,0.311261682725835,"SOD2/PMAIP1",2
"GOBP_CERAMIDE_METABOLIC_PROCESS","GOBP_CERAMIDE_METABOLIC_PROCESS","GOBP_CERAMIDE_METABOLIC_PROCESS","2/201","105/17872",0.331008062696304,0.433449100536907,0.311261682725835,"ST6GALNAC3/SGMS2",2
"GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY","GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY","GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY","2/201","105/17872",0.331008062696304,0.433449100536907,0.311261682725835,"HIPK2/TNFAIP6",2
"GOBP_TRANSITION_METAL_ION_TRANSPORT","GOBP_TRANSITION_METAL_ION_TRANSPORT","GOBP_TRANSITION_METAL_ION_TRANSPORT","2/201","105/17872",0.331008062696304,0.433449100536907,0.311261682725835,"FLVCR2/TMEM165",2
"GOBP_BRAIN_MORPHOGENESIS","GOBP_BRAIN_MORPHOGENESIS","GOBP_BRAIN_MORPHOGENESIS","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"PTEN",1
"GOBP_LUNG_EPITHELIUM_DEVELOPMENT","GOBP_LUNG_EPITHELIUM_DEVELOPMENT","GOBP_LUNG_EPITHELIUM_DEVELOPMENT","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"SAV1",1
"GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL","GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL","GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"KCNJ2",1
"GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR","GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR","GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"HELB",1
"GOBP_NEGATIVE_REGULATION_OF_OSSIFICATION","GOBP_NEGATIVE_REGULATION_OF_OSSIFICATION","GOBP_NEGATIVE_REGULATION_OF_OSSIFICATION","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"CCL3",1
"GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY","GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY","GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"LIMK2",1
"GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"N4BP1",1
"GOBP_PEPTIDE_CROSS_LINKING","GOBP_PEPTIDE_CROSS_LINKING","GOBP_PEPTIDE_CROSS_LINKING","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"THBS1",1
"GOBP_PIGMENT_CELL_DIFFERENTIATION","GOBP_PIGMENT_CELL_DIFFERENTIATION","GOBP_PIGMENT_CELL_DIFFERENTIATION","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"SOD2",1
"GOBP_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY","GOBP_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY","GOBP_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"ARMC9",1
"GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION","GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION","GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"TNFAIP3",1
"GOBP_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS","GOBP_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS","GOBP_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"GCH1",1
"GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM","GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM","GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"CCL3",1
"GOBP_SALIVARY_GLAND_DEVELOPMENT","GOBP_SALIVARY_GLAND_DEVELOPMENT","GOBP_SALIVARY_GLAND_DEVELOPMENT","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"TNF",1
"GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING","GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING","GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"ECE1",1
"GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS","GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS","GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"PLEK",1
"GOBP_VIRAL_RNA_GENOME_REPLICATION","GOBP_VIRAL_RNA_GENOME_REPLICATION","GOBP_VIRAL_RNA_GENOME_REPLICATION","1/201","36/17872",0.334738190957572,0.435086720534396,0.3124376647626,"CXCL8",1
"GOBP_PYRUVATE_METABOLIC_PROCESS","GOBP_PYRUVATE_METABOLIC_PROCESS","GOBP_PYRUVATE_METABOLIC_PROCESS","2/201","106/17872",0.335117908239118,0.43539055761206,0.312655851488449,"INSR/STAT3",2
"GOBP_MUSCLE_CELL_DEVELOPMENT","GOBP_MUSCLE_CELL_DEVELOPMENT","GOBP_MUSCLE_CELL_DEVELOPMENT","3/201","183/17872",0.339204705659207,0.440337039948906,0.316207941950358,"CFLAR/ADM/AKAP13",3
"GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM","GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM","GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM","2/201","107/17872",0.339220421656918,0.440337039948906,0.316207941950358,"TNF/GBP2",2
"GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE","GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE","GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE","1/201","37/17872",0.342235254403274,0.441751520504096,0.317223686583918,"TEX14",1
"GOBP_CELL_REDOX_HOMEOSTASIS","GOBP_CELL_REDOX_HOMEOSTASIS","GOBP_CELL_REDOX_HOMEOSTASIS","1/201","37/17872",0.342235254403274,0.441751520504096,0.317223686583918,"NFE2L2",1
"GOBP_CELLULAR_RESPONSE_TO_CADMIUM_ION","GOBP_CELLULAR_RESPONSE_TO_CADMIUM_ION","GOBP_CELLULAR_RESPONSE_TO_CADMIUM_ION","1/201","37/17872",0.342235254403274,0.441751520504096,0.317223686583918,"MT2A",1
"GOBP_ERYTHROCYTE_DEVELOPMENT","GOBP_ERYTHROCYTE_DEVELOPMENT","GOBP_ERYTHROCYTE_DEVELOPMENT","1/201","37/17872",0.342235254403274,0.441751520504096,0.317223686583918,"BCL6",1
"GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA","GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA","GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA","1/201","37/17872",0.342235254403274,0.441751520504096,0.317223686583918,"HELB",1
"GOBP_NEUROTROPHIN_SIGNALING_PATHWAY","GOBP_NEUROTROPHIN_SIGNALING_PATHWAY","GOBP_NEUROTROPHIN_SIGNALING_PATHWAY","1/201","37/17872",0.342235254403274,0.441751520504096,0.317223686583918,"RAPGEF2",1
"GOBP_ORGANIC_CATION_TRANSPORT","GOBP_ORGANIC_CATION_TRANSPORT","GOBP_ORGANIC_CATION_TRANSPORT","1/201","37/17872",0.342235254403274,0.441751520504096,0.317223686583918,"SLC44A2",1
"GOBP_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS","1/201","37/17872",0.342235254403274,0.441751520504096,0.317223686583918,"INSR",1
"GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","1/201","37/17872",0.342235254403274,0.441751520504096,0.317223686583918,"VMP1",1
"GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION","GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION","GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION","1/201","37/17872",0.342235254403274,0.441751520504096,0.317223686583918,"OOEP",1
"GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION","GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION","GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION","1/201","37/17872",0.342235254403274,0.441751520504096,0.317223686583918,"IL1B",1
"GOBP_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS","GOBP_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS","GOBP_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS","1/201","37/17872",0.342235254403274,0.441751520504096,0.317223686583918,"INSR",1
"GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS","GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS","GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS","1/201","37/17872",0.342235254403274,0.441751520504096,0.317223686583918,"LDLR",1
"GOBP_ERAD_PATHWAY","GOBP_ERAD_PATHWAY","GOBP_ERAD_PATHWAY","2/201","108/17872",0.343315248948542,0.442379865059828,0.317674903539972,"UBAC2/NFE2L2",2
"GOBP_LIMBIC_SYSTEM_DEVELOPMENT","GOBP_LIMBIC_SYSTEM_DEVELOPMENT","GOBP_LIMBIC_SYSTEM_DEVELOPMENT","2/201","108/17872",0.343315248948542,0.442379865059828,0.317674903539972,"PTEN/BTG2",2
"GOBP_RESPONSE_TO_CATECHOLAMINE","GOBP_RESPONSE_TO_CATECHOLAMINE","GOBP_RESPONSE_TO_CATECHOLAMINE","2/201","108/17872",0.343315248948542,0.442379865059828,0.317674903539972,"PDE4B/GNG2",2
"GOBP_SYNAPTIC_VESICLE_EXOCYTOSIS","GOBP_SYNAPTIC_VESICLE_EXOCYTOSIS","GOBP_SYNAPTIC_VESICLE_EXOCYTOSIS","2/201","108/17872",0.343315248948542,0.442379865059828,0.317674903539972,"SYN1/STX11",2
"GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT","GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT","GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT","3/201","185/17872",0.345352739952796,0.444813136130911,0.31942224607033,"TNF/PTPN2/STAT3",3
"GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY","GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY","GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY","2/201","109/17872",0.34740204491979,0.447066566003337,0.321040443854399,"HCK/PLEK",2
"GOBP_ORGANELLE_MEMBRANE_FUSION","GOBP_ORGANELLE_MEMBRANE_FUSION","GOBP_ORGANELLE_MEMBRANE_FUSION","2/201","109/17872",0.34740204491979,0.447066566003337,0.321040443854399,"SLAMF1/STX11",2
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN","1/201","38/17872",0.349648246489898,0.447639793682131,0.321452081141605,"HLA-DQA2",1
"GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS","GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS","GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS","1/201","38/17872",0.349648246489898,0.447639793682131,0.321452081141605,"ACSL1",1
"GOBP_FEAR_RESPONSE","GOBP_FEAR_RESPONSE","GOBP_FEAR_RESPONSE","1/201","38/17872",0.349648246489898,0.447639793682131,0.321452081141605,"EIF4E",1
"GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS","1/201","38/17872",0.349648246489898,0.447639793682131,0.321452081141605,"HNRNPC",1
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS","1/201","38/17872",0.349648246489898,0.447639793682131,0.321452081141605,"THBS1",1
"GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS","GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS","GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS","1/201","38/17872",0.349648246489898,0.447639793682131,0.321452081141605,"LDLR",1
"GOBP_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GOBP_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GOBP_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","1/201","38/17872",0.349648246489898,0.447639793682131,0.321452081141605,"THBS1",1
"GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE","GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE","GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE","1/201","38/17872",0.349648246489898,0.447639793682131,0.321452081141605,"CD44",1
"GOBP_REGULATION_OF_ISOTYPE_SWITCHING","GOBP_REGULATION_OF_ISOTYPE_SWITCHING","GOBP_REGULATION_OF_ISOTYPE_SWITCHING","1/201","38/17872",0.349648246489898,0.447639793682131,0.321452081141605,"BCL6",1
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE","GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE","GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE","1/201","38/17872",0.349648246489898,0.447639793682131,0.321452081141605,"ECE1",1
"GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY","GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY","GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY","1/201","38/17872",0.349648246489898,0.447639793682131,0.321452081141605,"PDE4B",1
"GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION","GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION","GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION","1/201","38/17872",0.349648246489898,0.447639793682131,0.321452081141605,"CFLAR",1
"GOBP_CHONDROCYTE_DIFFERENTIATION","GOBP_CHONDROCYTE_DIFFERENTIATION","GOBP_CHONDROCYTE_DIFFERENTIATION","2/201","110/17872",0.351480473031831,0.449214332071102,0.322582764001162,"ZBTB16/CHST11",2
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","2/201","110/17872",0.351480473031831,0.449214332071102,0.322582764001162,"OOEP/HELB",2
"GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT","GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT","GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT","2/201","110/17872",0.351480473031831,0.449214332071102,0.322582764001162,"KCNIP4/KCNJ2",2
"GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS","GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS","GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS","2/201","110/17872",0.351480473031831,0.449214332071102,0.322582764001162,"ST6GALNAC3/SGMS2",2
"GOBP_CELLULAR_RESPONSE_TO_RADIATION","GOBP_CELLULAR_RESPONSE_TO_RADIATION","GOBP_CELLULAR_RESPONSE_TO_RADIATION","3/201","188/17872",0.354565396986488,0.452575344120964,0.324996321360044,"N4BP1/PTGS2/EGR1",3
"GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION","GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION","GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION","3/201","188/17872",0.354565396986488,0.452575344120964,0.324996321360044,"PTEN/PLK3/CCND3",3
"GOBP_VACUOLE_ORGANIZATION","GOBP_VACUOLE_ORGANIZATION","GOBP_VACUOLE_ORGANIZATION","3/201","188/17872",0.354565396986488,0.452575344120964,0.324996321360044,"TMEM165/HOOK2/VMP1",3
"GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE","GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE","GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE","2/201","111/17872",0.355550205251885,0.452941594293005,0.325259327200193,"ATP1A1/KCNJ2",2
"GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH","GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH","GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH","2/201","111/17872",0.355550205251885,0.452941594293005,0.325259327200193,"PTEN/SAV1",2
"GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT","GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT","GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT","2/201","111/17872",0.355550205251885,0.452941594293005,0.325259327200193,"FMN1/MTSS1",2
"GOBP_ANION_HOMEOSTASIS","GOBP_ANION_HOMEOSTASIS","GOBP_ANION_HOMEOSTASIS","1/201","39/17872",0.356978105324457,0.452941594293005,0.325259327200193,"TBXAS1",1
"GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS","GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS","GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS","1/201","39/17872",0.356978105324457,0.452941594293005,0.325259327200193,"PDE4B",1
"GOBP_CYTOKINETIC_PROCESS","GOBP_CYTOKINETIC_PROCESS","GOBP_CYTOKINETIC_PROCESS","1/201","39/17872",0.356978105324457,0.452941594293005,0.325259327200193,"SNX9",1
"GOBP_EATING_BEHAVIOR","GOBP_EATING_BEHAVIOR","GOBP_EATING_BEHAVIOR","1/201","39/17872",0.356978105324457,0.452941594293005,0.325259327200193,"STAT3",1
"GOBP_MATING","GOBP_MATING","GOBP_MATING","1/201","39/17872",0.356978105324457,0.452941594293005,0.325259327200193,"PTEN",1
"GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL","GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL","GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL","1/201","39/17872",0.356978105324457,0.452941594293005,0.325259327200193,"PTEN",1
"GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION","GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION","GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION","1/201","39/17872",0.356978105324457,0.452941594293005,0.325259327200193,"NFE2L2",1
"GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT","GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT","GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT","1/201","39/17872",0.356978105324457,0.452941594293005,0.325259327200193,"NFKBIA",1
"GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION","GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION","GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION","1/201","39/17872",0.356978105324457,0.452941594293005,0.325259327200193,"KCNJ2",1
"GOBP_RESPIRATORY_SYSTEM_PROCESS","GOBP_RESPIRATORY_SYSTEM_PROCESS","GOBP_RESPIRATORY_SYSTEM_PROCESS","1/201","39/17872",0.356978105324457,0.452941594293005,0.325259327200193,"ZFAND5",1
"GOBP_RESPONSE_TO_PROGESTERONE","GOBP_RESPONSE_TO_PROGESTERONE","GOBP_RESPONSE_TO_PROGESTERONE","1/201","39/17872",0.356978105324457,0.452941594293005,0.325259327200193,"THBS1",1
"GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT","GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT","GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT","4/201","269/17872",0.358496505639997,0.454674777348686,0.326503933484333,"IL1B/TNF/IL1RAPL1/PRKCH",4
"GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS","GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS","GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS","2/201","112/17872",0.359610921906146,0.455313828542459,0.326962838923692,"CFLAR/AKAP13",2
"GOBP_CHLORIDE_TRANSPORT","GOBP_CHLORIDE_TRANSPORT","GOBP_CHLORIDE_TRANSPORT","2/201","112/17872",0.359610921906146,0.455313828542459,0.326962838923692,"CLIC4/SLC1A3",2
"GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS","GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS","GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS","2/201","112/17872",0.359610921906146,0.455313828542459,0.326962838923692,"INSR/STAT3",2
"GOBP_SMOOTH_MUSCLE_CONTRACTION","GOBP_SMOOTH_MUSCLE_CONTRACTION","GOBP_SMOOTH_MUSCLE_CONTRACTION","2/201","112/17872",0.359610921906146,0.455313828542459,0.326962838923692,"PTGS2/KCNMA1",2
"GOBP_REGIONALIZATION","GOBP_REGIONALIZATION","GOBP_REGIONALIZATION","5/201","351/17872",0.360730285406573,0.456537310720326,0.327841426792478,"ALDH1A2/ZBTB16/ETS2/HIPK2/BTG2",5
"GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN","GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN","GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN","2/201","113/17872",0.363662311534895,0.459013704224032,0.329619735729099,"SOD2/MT-ND3",2
"GOBP_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS","GOBP_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS","GOBP_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS","1/201","40/17872",0.364225758598151,0.459013704224032,0.329619735729099,"GK",1
"GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS","GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS","GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS","1/201","40/17872",0.364225758598151,0.459013704224032,0.329619735729099,"PTGS2",1
