"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GOBP_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL","GOBP_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL","GOBP_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL","1/171","56/17872",0.41679945488565,0.560659938047575,0.476246968883707,"ITGB2",1
"GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS","GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS","GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS","1/171","56/17872",0.41679945488565,0.560659938047575,0.476246968883707,"STX3",1
"GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE","GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE","GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE","2/171","149/17872",0.418285882418653,0.56194763710134,0.477340791947516,"HIF1A/PFDN5",2
"GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS","GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS","GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS","2/171","149/17872",0.418285882418653,0.56194763710134,0.477340791947516,"PPT1/GSTP1",2
"GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM","GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM","GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM","2/171","150/17872",0.421589670143394,0.563549873378148,0.478701795505078,"HIF1A/PFN1",2
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","2/171","150/17872",0.421589670143394,0.563549873378148,0.478701795505078,"NPC2/APOE",2
"GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION","GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION","GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION","1/171","57/17872",0.422397080234469,0.563549873378148,0.478701795505078,"EZR",1
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING","1/171","57/17872",0.422397080234469,0.563549873378148,0.478701795505078,"RACK1",1
"GOBP_POSITIVE_REGULATION_OF_DNA_BINDING","GOBP_POSITIVE_REGULATION_OF_DNA_BINDING","GOBP_POSITIVE_REGULATION_OF_DNA_BINDING","1/171","57/17872",0.422397080234469,0.563549873378148,0.478701795505078,"EDF1",1
"GOBP_PROTEIN_HOMOTETRAMERIZATION","GOBP_PROTEIN_HOMOTETRAMERIZATION","GOBP_PROTEIN_HOMOTETRAMERIZATION","1/171","57/17872",0.422397080234469,0.563549873378148,0.478701795505078,"ALDOA",1
"GOBP_REGULATION_OF_ACTION_POTENTIAL","GOBP_REGULATION_OF_ACTION_POTENTIAL","GOBP_REGULATION_OF_ACTION_POTENTIAL","1/171","57/17872",0.422397080234469,0.563549873378148,0.478701795505078,"CD36",1
"GOBP_REGULATION_OF_CELL_AGING","GOBP_REGULATION_OF_CELL_AGING","GOBP_REGULATION_OF_CELL_AGING","1/171","57/17872",0.422397080234469,0.563549873378148,0.478701795505078,"YBX1",1
"GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION","GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION","GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION","1/171","57/17872",0.422397080234469,0.563549873378148,0.478701795505078,"SUPT4H1",1
"GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION","GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION","GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION","1/171","57/17872",0.422397080234469,0.563549873378148,0.478701795505078,"SUB1",1
"GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS","GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS","GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS","1/171","57/17872",0.422397080234469,0.563549873378148,0.478701795505078,"HIF1A",1
"GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS","GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS","GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS","1/171","58/17872",0.427941290129496,0.566270162445178,0.481012517807035,"GPX1",1
"GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS","GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS","GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS","1/171","58/17872",0.427941290129496,0.566270162445178,0.481012517807035,"ITGB2",1
"GOBP_DENDRITIC_SPINE_MORPHOGENESIS","GOBP_DENDRITIC_SPINE_MORPHOGENESIS","GOBP_DENDRITIC_SPINE_MORPHOGENESIS","1/171","58/17872",0.427941290129496,0.566270162445178,0.481012517807035,"CFL1",1
"GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS","GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS","GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS","1/171","58/17872",0.427941290129496,0.566270162445178,0.481012517807035,"APOE",1
"GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY","GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY","GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY","1/171","58/17872",0.427941290129496,0.566270162445178,0.481012517807035,"NDUFB10",1
"GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS","GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS","GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS","1/171","58/17872",0.427941290129496,0.566270162445178,0.481012517807035,"APOC1",1
"GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION","GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION","GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION","1/171","58/17872",0.427941290129496,0.566270162445178,0.481012517807035,"RACK1",1
"GOBP_P38MAPK_CASCADE","GOBP_P38MAPK_CASCADE","GOBP_P38MAPK_CASCADE","1/171","58/17872",0.427941290129496,0.566270162445178,0.481012517807035,"EZR",1
"GOBP_PEPTIDYL_PROLINE_MODIFICATION","GOBP_PEPTIDYL_PROLINE_MODIFICATION","GOBP_PEPTIDYL_PROLINE_MODIFICATION","1/171","58/17872",0.427941290129496,0.566270162445178,0.481012517807035,"RANBP2",1
"GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING","GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING","GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING","1/171","58/17872",0.427941290129496,0.566270162445178,0.481012517807035,"ARPC2",1
"GOBP_RESPONSE_TO_AMYLOID_BETA","GOBP_RESPONSE_TO_AMYLOID_BETA","GOBP_RESPONSE_TO_AMYLOID_BETA","1/171","58/17872",0.427941290129496,0.566270162445178,0.481012517807035,"CD36",1
"GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","1/171","58/17872",0.427941290129496,0.566270162445178,0.481012517807035,"HIF1A",1
"GOBP_REGULATION_OF_DNA_REPAIR","GOBP_REGULATION_OF_DNA_REPAIR","GOBP_REGULATION_OF_DNA_REPAIR","2/171","152/17872",0.42816849382625,0.566270162445178,0.481012517807035,"ACTB/RPS3",2
"GOBP_TUBE_FORMATION","GOBP_TUBE_FORMATION","GOBP_TUBE_FORMATION","2/171","152/17872",0.42816849382625,0.566270162445178,0.481012517807035,"HIF1A/PFN1",2
"GOBP_MUSCLE_SYSTEM_PROCESS","GOBP_MUSCLE_SYSTEM_PROCESS","GOBP_MUSCLE_SYSTEM_PROCESS","5/171","449/17872",0.429775601996743,0.568041928214737,0.482517526494231,"CYBA/MYL6/AIF1/SULF2/ALDOA",5
"GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS","2/171","153/17872",0.431443292521483,0.569891513255988,0.484088637982339,"APOE/APOC1",2
"GOBP_IRON_ION_TRANSPORT","GOBP_IRON_ION_TRANSPORT","GOBP_IRON_ION_TRANSPORT","1/171","59/17872",0.433432591318889,0.571240347743095,0.485234391927676,"FTL",1
"GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY","GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY","GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY","1/171","59/17872",0.433432591318889,0.571240347743095,0.485234391927676,"MALT1",1
"GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION","GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION","GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION","1/171","59/17872",0.433432591318889,0.571240347743095,0.485234391927676,"CD63",1
"GOBP_EPITHELIAL_CELL_PROLIFERATION","GOBP_EPITHELIAL_CELL_PROLIFERATION","GOBP_EPITHELIAL_CELL_PROLIFERATION","5/171","451/17872",0.433540226253234,0.571240347743095,0.485234391927676,"CYBA/GPX1/HIF1A/GRN/APOE",5
"GOBP_NEURAL_TUBE_DEVELOPMENT","GOBP_NEURAL_TUBE_DEVELOPMENT","GOBP_NEURAL_TUBE_DEVELOPMENT","2/171","154/17872",0.434708196132423,0.572424183871832,0.486239989670096,"HIF1A/PFN1",2
"GOBP_STEROL_METABOLIC_PROCESS","GOBP_STEROL_METABOLIC_PROCESS","GOBP_STEROL_METABOLIC_PROCESS","2/171","155/17872",0.43796309373817,0.575764691648351,0.489077550542806,"NPC2/APOE",2
"GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT","GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT","GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT","1/171","60/17872",0.438871485771506,0.575764691648351,0.489077550542806,"CD36",1
"GOBP_NEURAL_CREST_CELL_MIGRATION","GOBP_NEURAL_CREST_CELL_MIGRATION","GOBP_NEURAL_CREST_CELL_MIGRATION","1/171","60/17872",0.438871485771506,0.575764691648351,0.489077550542806,"HIF1A",1
"GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS","GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS","GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS","1/171","60/17872",0.438871485771506,0.575764691648351,0.489077550542806,"PPT1",1
"GOBP_PROTEIN_INSERTION_INTO_MEMBRANE","GOBP_PROTEIN_INSERTION_INTO_MEMBRANE","GOBP_PROTEIN_INSERTION_INTO_MEMBRANE","1/171","60/17872",0.438871485771506,0.575764691648351,0.489077550542806,"HSP90AA1",1
"GOBP_REGULATION_OF_MIRNA_TRANSCRIPTION","GOBP_REGULATION_OF_MIRNA_TRANSCRIPTION","GOBP_REGULATION_OF_MIRNA_TRANSCRIPTION","1/171","60/17872",0.438871485771506,0.575764691648351,0.489077550542806,"HIF1A",1
"GOBP_NUCLEAR_EXPORT","GOBP_NUCLEAR_EXPORT","GOBP_NUCLEAR_EXPORT","2/171","156/17872",0.441207877416397,0.577759267344283,0.490771822890326,"RPS15/MALT1",2
"GOBP_SINGLE_FERTILIZATION","GOBP_SINGLE_FERTILIZATION","GOBP_SINGLE_FERTILIZATION","2/171","156/17872",0.441207877416397,0.577759267344283,0.490771822890326,"ALDOA/CD9",2
"GOBP_TRANSPORT_ALONG_MICROTUBULE","GOBP_TRANSPORT_ALONG_MICROTUBULE","GOBP_TRANSPORT_ALONG_MICROTUBULE","2/171","156/17872",0.441207877416397,0.577759267344283,0.490771822890326,"HIF1A/HSPA8",2
"GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION","GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION","GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION","1/171","61/17872",0.444258470721713,0.579849967583441,0.492547747268321,"EZR",1
"GOBP_NEUROBLAST_PROLIFERATION","GOBP_NEUROBLAST_PROLIFERATION","GOBP_NEUROBLAST_PROLIFERATION","1/171","61/17872",0.444258470721713,0.579849967583441,0.492547747268321,"HIF1A",1
"GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY","GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY","GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY","1/171","61/17872",0.444258470721713,0.579849967583441,0.492547747268321,"PFN1",1
"GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS","GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS","GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS","1/171","61/17872",0.444258470721713,0.579849967583441,0.492547747268321,"LGALS1",1
"GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS","GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS","GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS","1/171","61/17872",0.444258470721713,0.579849967583441,0.492547747268321,"APOC1",1
"GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS","GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS","GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS","2/171","157/17872",0.444442442196724,0.579849967583441,0.492547747268321,"GPX1/GSTP1",2
"GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY","GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY","GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY","4/171","357/17872",0.446423895757521,0.582077565739088,0.494439958210326,"FCER1G/C1QB/C1QC/MALT1",4
"GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS","GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS","GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS","2/171","158/17872",0.447666686014724,0.583339902512438,0.495512237539062,"APOC1/INPP5A",2
"GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT","GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT","GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT","1/171","62/17872",0.449594038713773,0.584775099955942,0.496731351632712,"RACK1",1
"GOBP_HETEROTYPIC_CELL_CELL_ADHESION","GOBP_HETEROTYPIC_CELL_CELL_ADHESION","GOBP_HETEROTYPIC_CELL_CELL_ADHESION","1/171","62/17872",0.449594038713773,0.584775099955942,0.496731351632712,"ITGB2",1
"GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION","GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION","GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION","1/171","62/17872",0.449594038713773,0.584775099955942,0.496731351632712,"GRN",1
"GOBP_ADAPTIVE_THERMOGENESIS","GOBP_ADAPTIVE_THERMOGENESIS","GOBP_ADAPTIVE_THERMOGENESIS","2/171","159/17872",0.450880509666503,0.585731010722723,0.497543340459286,"CD36/FABP5",2
"GOBP_REGULATION_OF_VIRAL_PROCESS","GOBP_REGULATION_OF_VIRAL_PROCESS","GOBP_REGULATION_OF_VIRAL_PROCESS","2/171","159/17872",0.450880509666503,0.585731010722723,0.497543340459286,"LGALS1/FCN1",2
"GOBP_EXOCYTOSIS","GOBP_EXOCYTOSIS","GOBP_EXOCYTOSIS","4/171","360/17872",0.452773090356465,0.587340130947572,0.498910191517563,"VAMP8/ITGB2/STXBP2/STX3",4
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE","1/171","63/17872",0.454878677645831,0.587340130947572,0.498910191517563,"RACK1",1
"GOBP_INTERLEUKIN_12_PRODUCTION","GOBP_INTERLEUKIN_12_PRODUCTION","GOBP_INTERLEUKIN_12_PRODUCTION","1/171","63/17872",0.454878677645831,0.587340130947572,0.498910191517563,"CD36",1
"GOBP_LYMPHOCYTE_CHEMOTAXIS","GOBP_LYMPHOCYTE_CHEMOTAXIS","GOBP_LYMPHOCYTE_CHEMOTAXIS","1/171","63/17872",0.454878677645831,0.587340130947572,0.498910191517563,"OXSR1",1
"GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION","GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION","GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION","1/171","63/17872",0.454878677645831,0.587340130947572,0.498910191517563,"APOC1",1
"GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS","GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS","GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS","1/171","63/17872",0.454878677645831,0.587340130947572,0.498910191517563,"ARHGDIB",1
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY","1/171","63/17872",0.454878677645831,0.587340130947572,0.498910191517563,"YBX1",1
"GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT","GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT","GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT","1/171","63/17872",0.454878677645831,0.587340130947572,0.498910191517563,"SEC62",1
"GOBP_RESPONSE_TO_FATTY_ACID","GOBP_RESPONSE_TO_FATTY_ACID","GOBP_RESPONSE_TO_FATTY_ACID","1/171","63/17872",0.454878677645831,0.587340130947572,0.498910191517563,"CD36",1
"GOBP_ALCOHOL_METABOLIC_PROCESS","GOBP_ALCOHOL_METABOLIC_PROCESS","GOBP_ALCOHOL_METABOLIC_PROCESS","4/171","361/17872",0.45488442345045,0.587340130947572,0.498910191517563,"NPC2/APOE/INPP5A/TPI1",4
"GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION","GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION","GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION","3/171","261/17872",0.457021328432551,0.589353953324061,0.500620812765111,"RACK1/ITGB2/CD36",3
"GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION","GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION","GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION","2/171","161/17872",0.457276513690232,0.589353953324061,0.500620812765111,"RANBP2/YBX1",2
"GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION","GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION","GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION","2/171","161/17872",0.457276513690232,0.589353953324061,0.500620812765111,"TYROBP/MNDA",2
"GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS","GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS","GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS","4/171","363/17872",0.45909920848365,0.590501352028894,0.501595459102747,"FCER1G/C1QB/C1QC/MALT1",4
"GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","1/171","64/17872",0.460112870813474,0.590501352028894,0.501595459102747,"ACTB",1
"GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS","GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS","GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS","1/171","64/17872",0.460112870813474,0.590501352028894,0.501595459102747,"TSPO",1
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","1/171","64/17872",0.460112870813474,0.590501352028894,0.501595459102747,"HIF1A",1
"GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH","GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH","GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH","1/171","64/17872",0.460112870813474,0.590501352028894,0.501595459102747,"EZR",1
"GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION","GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION","GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION","1/171","64/17872",0.460112870813474,0.590501352028894,0.501595459102747,"TYROBP",1
"GOBP_SNRNA_METABOLIC_PROCESS","GOBP_SNRNA_METABOLIC_PROCESS","GOBP_SNRNA_METABOLIC_PROCESS","1/171","64/17872",0.460112870813474,0.590501352028894,0.501595459102747,"NOP10",1
"GOBP_TELOMERE_ORGANIZATION","GOBP_TELOMERE_ORGANIZATION","GOBP_TELOMERE_ORGANIZATION","2/171","162/17872",0.460458509556703,0.590588088344467,0.501669136397273,"NOP10/HSP90AA1",2
"GOBP_T_CELL_DIFFERENTIATION","GOBP_T_CELL_DIFFERENTIATION","GOBP_T_CELL_DIFFERENTIATION","3/171","263/17872",0.46198457049308,0.592187826027339,0.503028017549241,"RPS6/FCER1G/MALT1",3
"GOBP_IMPORT_INTO_NUCLEUS","GOBP_IMPORT_INTO_NUCLEUS","GOBP_IMPORT_INTO_NUCLEUS","2/171","163/17872",0.463629716159279,0.593568188545321,0.504200552664625,"RANBP2/CD36",2
"GOBP_POSITIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT","GOBP_POSITIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT","GOBP_POSITIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT","2/171","163/17872",0.463629716159279,0.593568188545321,0.504200552664625,"TMSB4X/NDUFA4",2
"GOBP_ANIMAL_ORGAN_REGENERATION","GOBP_ANIMAL_ORGAN_REGENERATION","GOBP_ANIMAL_ORGAN_REGENERATION","1/171","65/17872",0.4652970969529,0.593568188545321,0.504200552664625,"RPS15",1
"GOBP_AXONAL_TRANSPORT","GOBP_AXONAL_TRANSPORT","GOBP_AXONAL_TRANSPORT","1/171","65/17872",0.4652970969529,0.593568188545321,0.504200552664625,"HIF1A",1
"GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS","1/171","65/17872",0.4652970969529,0.593568188545321,0.504200552664625,"RPL11",1
"GOBP_POSITIVE_REGULATION_OF_CELL_KILLING","GOBP_POSITIVE_REGULATION_OF_CELL_KILLING","GOBP_POSITIVE_REGULATION_OF_CELL_KILLING","1/171","65/17872",0.4652970969529,0.593568188545321,0.504200552664625,"TYROBP",1
"GOBP_SENSORY_PERCEPTION_OF_TASTE","GOBP_SENSORY_PERCEPTION_OF_TASTE","GOBP_SENSORY_PERCEPTION_OF_TASTE","1/171","65/17872",0.4652970969529,0.593568188545321,0.504200552664625,"CD36",1
"GOBP_ZYMOGEN_ACTIVATION","GOBP_ZYMOGEN_ACTIVATION","GOBP_ZYMOGEN_ACTIVATION","1/171","65/17872",0.4652970969529,0.593568188545321,0.504200552664625,"PYCARD",1
"GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","2/171","164/17872",0.466790047936207,0.595115283203184,0.505514716726265,"S100A4/HIF1A",2
"GOBP_AMYLOID_BETA_METABOLIC_PROCESS","GOBP_AMYLOID_BETA_METABOLIC_PROCESS","GOBP_AMYLOID_BETA_METABOLIC_PROCESS","1/171","66/17872",0.470431830283672,0.596891999714766,0.507023930771687,"APOE",1
"GOBP_CELLULAR_COMPONENT_MAINTENANCE","GOBP_CELLULAR_COMPONENT_MAINTENANCE","GOBP_CELLULAR_COMPONENT_MAINTENANCE","1/171","66/17872",0.470431830283672,0.596891999714766,0.507023930771687,"APOE",1
"GOBP_FILOPODIUM_ASSEMBLY","GOBP_FILOPODIUM_ASSEMBLY","GOBP_FILOPODIUM_ASSEMBLY","1/171","66/17872",0.470431830283672,0.596891999714766,0.507023930771687,"EZR",1
"GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS","1/171","66/17872",0.470431830283672,0.596891999714766,0.507023930771687,"YBX1",1
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION","1/171","66/17872",0.470431830283672,0.596891999714766,0.507023930771687,"AIF1",1
